GenreIds,Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount
"[28, 12, 18]",9433,en,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",20.007,1997-09-06,The Edge,6.8,1067
[18],17707,en,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",19.998,1999-08-13,Brokedown Palace,6.4,338
"[14, 35, 18]",238215,en,The Cobbler,"Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.",19.996,2014-09-11,The Cobbler,5.9,1543
"[27, 53, 9648]",329440,en,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",19.991,2016-01-07,The Forest,5.2,1645
"[28, 53, 80]",2026,en,Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",19.991,2005-03-10,Hostage,6.3,1492
"[28, 18, 10752]",1251,en,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",19.99,2006-12-19,Letters from Iwo Jima,7.5,1861
"[28, 27, 18]",276624,ja,アイアムアヒーロー,"Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.",19.988,2016-04-23,I Am a Hero,7.4,363
[878],354282,en,Science Fiction Volume One: The Osiris Child,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",19.986,2016-02-17,Science Fiction Volume One: The Osiris Child,5.5,422
"[12, 18, 10751]",2383,fr,L'Ours,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,19.985,1988-10-21,The Bear,7,433
"[27, 14, 12, 9648]",539537,en,Fantasy Island,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",19.979,2020-02-12,Fantasy Island,5.8,2253
"[53, 10770]",451156,en,Infidelity in Suburbia,"With her husband away at work, and her son at school, Laura dreams of a home-renovation project to supplant her restless days. Elliott, her irresistibly hot private contractor, soon fulfills her more forbidden dreams.",19.972,2017-02-25,Infidelity in Suburbia,6.3,135
[35],8386,en,How High,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",19.972,2001-12-21,How High,6.3,879
"[80, 10749, 18]",441393,zh,江湖儿女,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",19.968,2018-09-21,Ash Is Purest White,6.9,274
"[16, 9648, 28, 80]",736074,en,"Batman: The Long Halloween, Part Two","As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",19.966,2021-07-26,"Batman: The Long Halloween, Part Two",7.5,451
[99],690596,en,Murder to Mercy - The Cyntoia Brown Story,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",19.957,2020-04-29,Murder to Mercy - The Cyntoia Brown Story,7,101
[35],12309,en,Bachelor Party,"On the eve of his wedding to his longtime girlfriend, unassuming nice guy Rick is dragged out for a night of debauchery by his friends.",19.957,1984-06-29,Bachelor Party,6.3,590
"[36, 18]",10954,fr,Farinelli,"Farinelli is a 1994 biopic film about the life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.",19.957,1994-12-01,Farinelli,6.6,154
"[10749, 18]",258480,en,Carol,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",19.955,2015-11-20,Carol,7.5,3450
"[35, 14, 10402, 10749]",515195,en,Yesterday,"Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles.",19.951,2019-06-26,Yesterday,6.7,3641
"[53, 80, 18]",1213,en,The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",19.951,1999-12-25,The Talented Mr. Ripley,7.2,3258
"[12, 14]",444090,no,Askeladden - I Dovregubbens hall,"Espen “Ash Lad”, a poor farmer’s son, embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the Mountain King – in order to collect a reward and save his family’s farm from ruin.",19.947,2017-09-29,The Ash Lad: In the Hall of the Mountain King,6.8,291
"[18, 10749]",6003,en,Romeo and Juliet,"Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",19.947,1968-04-02,Romeo and Juliet,7.4,602
"[35, 10749]",803104,en,Sex Appeal,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",19.946,2022-01-14,Sex Appeal,6.7,231
"[28, 53, 18]",10222,en,Kickboxer,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",19.939,1989-04-20,Kickboxer,6.8,1252
"[10749, 35]",4379,en,Monster-in-Law,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",19.935,2005-05-13,Monster-in-Law,6.2,1526
"[28, 12, 18, 36, 10752]",15384,zh,赤壁2：決戰天下,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",19.933,2009-01-07,Red Cliff II,7.3,408
[35],760,fr,Les Aventures de Rabbi Jacob,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",19.932,1973-10-17,The Mad Adventures of Rabbi Jacob,7.4,894
"[27, 53]",376570,en,Hush,A deaf woman is stalked by a psychotic killer in her secluded home.,19.926,2016-03-12,Hush,6.7,4329
"[18, 9648, 27]",1923,en,Twin Peaks: Fire Walk with Me,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",19.925,1992-06-03,Twin Peaks: Fire Walk with Me,7.3,1735
"[18, 9648, 53]",602147,en,Inheritance,"The patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret inheritance that threatens to unravel and destroy their lives.",19.917,2020-04-30,Inheritance,6.3,515
"[18, 36]",321697,en,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",19.914,2015-10-09,Steve Jobs,6.8,3908
"[18, 878, 53]",2900,en,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",19.913,1999-08-27,The Astronaut's Wife,5.6,843
"[10749, 14, 27]",314405,it,Il racconto dei racconti,The Queen of Selvascura risks everything to be a mother; the King of Roccaforte falls in love with the voice of a mysterious girl; the King of Altomonte becomes obsessed with a flea and neglects his daughter.,19.908,2015-05-14,Tale of Tales,6.4,1550
[18],595,en,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",19.908,1962-12-20,To Kill a Mockingbird,8,2375
[35],188222,en,Entourage,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",19.907,2015-06-03,Entourage,6.2,928
"[80, 14, 27, 53]",351460,en,Death Note,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",19.906,2017-08-25,Death Note,4.2,3752
"[10749, 35, 80]",1389,en,Out of Sight,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",19.905,1998-06-26,Out of Sight,6.7,1131
"[28, 878, 53]",10796,en,The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,19.901,2001-11-02,The One,6.1,1435
"[10751, 35]",554241,en,Playing with Fire,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,19.898,2019-11-08,Playing with Fire,6.7,617
[28],290764,en,Tracers,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",19.894,2015-01-15,Tracers,6,1030
"[28, 12, 16, 35, 10751]",1011985,en,Kung Fu Panda 4,"Po is set to become the new spiritual leader of the Valley of Peace, but before he can do that, he must find a successor to become the new Dragon Warrior. He appears to find one in Zhen, a fox with plenty of promising abilities but who doesn’t quite like the idea of Po training her.",19.89,2024-03-07,Kung Fu Panda 4,0,0
"[18, 53]",317744,en,Careful What You Wish For,"A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon, a suspicious death and substantial life insurance policy embroil him in a scandal.",19.887,2015-05-06,Careful What You Wish For,6.1,364
"[28, 35, 12]",18670,cn,洪熙官之少林五祖,"A young father and his infant son are beset by forces of evil and corruption. They wander China, upholding their sense of honor and protecting the weak. When they are forced into combat, spectacular and hilarious fast-motion kung fu sequences follow. In the end, they must call on all of their abilities in a battle royale, to attempt to vanquish a supernatural man-monster or die trying.",19.887,1994-02-05,Legend of the Red Dragon,6.8,127
"[53, 18, 27]",864873,en,Hypnotic,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",19.886,2021-10-27,Hypnotic,6,552
"[18, 10749]",791128,ko,막장자매 클라쓰,"Lim Da-young, an older sister who intercepted her younger brother's lover. Because of that, he confines his younger brother Da-jung Lim in a mental hospital and leads a happy marriage with Yoon Tae-jin. Then one day, the younger brother escapes from the mental hospital and conspires with the helper Jo Yong-hwan, who was a friend of the ward, and a desperate revenge for the older sister and former lover (Yoon Tae-jin) unfolds. Da-young's bloody kidnapping, their tamed slave life, and enduring harsh punishment.",19.885,2020-05-01,Last Sister Class,5.2,5
"[18, 14, 27, 53]",301804,en,Before I Wake,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,19.882,2016-04-07,Before I Wake,6.5,1725
"[53, 80, 18]",1580,en,Rope,"Two men murder a man in cold blood for the thrills and invite his parents over for a celebration to prove they have committed the perfect crime, yet they also have to deal with their former schoolmaster, whom is becoming suspicious.",19.882,1948-03-11,Rope,8,2403
"[18, 53]",38199,en,Unthinkable,The government gets wind of a plot to destroy America involving a trio of nuclear weapons for which the whereabouts are unknown. It's up to a seasoned interrogator and an FBI agent to find out exactly where the nukes are.,19.881,2010-06-14,Unthinkable,6.7,1064
"[12, 14, 16, 10751]",16690,en,Return to Never Land,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",19.881,2002-02-14,Return to Never Land,6.5,2223
"[878, 28, 16]",366924,en,Batman: Bad Blood,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead and a new player, Batwoman, investigates Batman's disappearance.",19.877,2016-01-19,Batman: Bad Blood,7,819
"[18, 80]",16664,ja,リリイ・シュシュのすべて,"Charts the troubled teenage years of students Yūichi Hasumi and Shūsuke Hoshino, exploring the shifting and complex power dynamics of their relationship against the backdrop of Yūichi's love for the dreamy and abstract music of fictional pop star Lily Chou-Chou.",19.877,2001-10-06,All About Lily Chou-Chou,7.2,191
"[35, 10751]",58224,en,Mr. Popper's Penguins,"Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.",19.876,2011-06-17,Mr. Popper's Penguins,5.9,2722
[18],194011,da,Den hvide slavehandel,"Anna, a beautiful girl from a poor background, is offered a well-paid position as a lady's companion in London. Anna's boyfriend, the sceptical Georg, suspects that the job offer is too good to be true, but Anna dismisses him and reports to the London address. The stately home in England turns out to be a whorehouse that imports women from Denmark. Anna manages to overpower her first client but is unable to escape.",19.875,1910-08-02,The White Slave Trade,5.3,12
"[27, 53]",10766,en,Damien: Omen II,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle. Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire—and the world. Anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",19.87,1978-06-09,Damien: Omen II,6.4,612
"[14, 12, 10751, 28]",266647,en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",19.867,2015-09-24,Pan,6,2613
"[35, 10751, 878]",9574,en,Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",19.866,1997-11-26,Flubber,5.6,2180
"[28, 80, 18]",16411,cn,頭文字D,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",19.861,2005-05-12,Initial D,6.7,238
"[27, 35]",10776,en,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",19.861,1986-12-19,Little Shop of Horrors,6.9,1299
"[10751, 16, 12, 14]",335360,en,My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",19.857,2017-10-05,My Little Pony: The Movie,7.2,351
"[10749, 18]",745376,en,"Hello, Goodbye, and Everything in Between","Clare and Aidan, after making a pact that they would break up before college, find themselves retracing the steps of their relationship on their last evening as a couple. The epic date leads them to familiar landmarks, unexpected places, and causes them to question whether high school love is meant to last.",19.852,2022-07-06,"Hello, Goodbye, and Everything in Between",6.2,212
"[18, 36, 10749]",12783,en,The Duchess,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",19.852,2008-09-05,The Duchess,7,1586
"[18, 36]",22954,en,Invictus,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",19.851,2009-12-10,Invictus,7.2,3845
[99],222724,en,Crystal Lake Memories: The Complete History of Friday the 13th,"Taking inspiration from Peter M. Bracke's definitive book of the same name, this seven-hour documentary dives into the making of all twelve Friday the 13th films, with all-new interviews from the cast and the crew.",19.848,2013-09-13,Crystal Lake Memories: The Complete History of Friday the 13th,7.9,92
"[10749, 35]",603661,en,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",19.842,2021-12-09,The Hating Game,7.4,870
"[10751, 28, 35]",592834,en,My Spy,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",19.839,2020-01-09,My Spy,6.9,1041
[18],472674,en,The Goldfinch,"A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime.",19.839,2019-09-12,The Goldfinch,7.2,788
[53],16995,en,State of Play,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",19.836,2009-04-17,State of Play,6.8,1778
"[16, 35, 10751]",1084242,en,Zootopia 2,Sequel to the 2016 animated film Zootopia. Plot TBA.,19.829,,Zootopia 2,0,0
"[80, 18, 53]",11892,en,Murder by Numbers,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",19.827,2002-04-19,Murder by Numbers,6.1,926
"[27, 35]",800497,en,Werewolves Within,"When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.",19.823,2021-06-25,Werewolves Within,6.1,441
"[878, 12]",168,en,Star Trek IV: The Voyage Home,"It's the 23rd century, and a mysterious alien power is threatening Earth by evaporating the oceans and destroying the atmosphere. In a frantic attempt to save mankind, Kirk and his crew must time travel back to 1986 San Francisco where they find a world of punk, pizza and exact-change buses that are as alien as anything they've ever encountered in the far reaches of the galaxy. A thrilling, action-packed Star Trek adventure!",19.817,1986-11-26,Star Trek IV: The Voyage Home,7.2,1339
"[18, 80]",9559,en,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",19.814,1993-11-24,A Perfect World,7.5,1489
[35],417870,en,Girls Trip,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",19.813,2017-07-21,Girls Trip,6.8,1423
"[12, 53]",410118,no,Cave,"A group of former military elites set out to explore an uncharted abyss, not knowing their worst nightmare is waiting for them deep beneath the ground.",19.813,2016-09-02,Cave,4.3,85
"[28, 35]",11563,cn,師弟出馬,"Youthful martial arts master Lung is searching for his missing brother, when he is mistaken for a criminal on the run.  He must prove his innocence by solving the case himself, while local lawmen and merciless mercenaries are hot on his trail.",19.811,1980-02-09,The Young Master,6.9,183
"[10751, 16, 12, 14, 35, 878]",285812,ja,映画ドラえもん 新・のび太の大魔境 ～ペコと5人の探検隊～,"Nobita finds a stray dog and brings him home, little does hi knows that the dog is actually a prince in his homeland, a world appart deep in the african 'Smokers Forest' were the dogs evolved and have their own empire, so he and his friends take on a journey to take back the young prince to his homeland but when they get there things have changed.",19.81,2014-03-08,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,6.1,104
"[28, 53]",14289,en,Fire Down Below,"When an EPA representative is murdered in a small Appalachian community, EPA undercover agent Jack Taggart is sent in—posing as a handyman working with a Christian relief agency—to determine what happened.",19.81,1997-09-05,Fire Down Below,5.7,322
"[18, 36, 10749]",454527,fr,Benedetta,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,19.808,2021-07-09,Benedetta,6.7,862
"[18, 10749, 14]",1037348,ja,わたしの幸せな結婚,"An unhappy young woman from an abusive family is married off to a fearsome and chilly army commander. But the two learn more about each other, love may have a chance.",19.803,2023-03-17,As Long As We Both Shall Live,6.6,8
[10749],850356,en,Gabriel's Rapture: Part I,"In the fourth installment of the Gabriel's Inferno series, Professor Gabriel Emerson has embarked on a passionate, yet clandestine affair with his former student Julia Mitchell, but when they return from their romantic holiday in Italy, their happiness is threatened. Will Gabriel succumb to Dante's fate?",19.802,2021-11-24,Gabriel's Rapture: Part I,8,146
"[16, 28]",217993,en,Justice League: War,"The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",19.802,2014-01-21,Justice League: War,7.5,990
"[18, 9648, 53, 36]",567970,en,Lost Girls,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered prostitutes.",19.801,2020-01-28,Lost Girls,6.1,652
"[18, 10751, 14, 12]",34636,en,The NeverEnding Story II: The Next Chapter,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",19.794,1990-10-25,The NeverEnding Story II: The Next Chapter,5.7,744
"[18, 28, 53, 80]",21191,es,Sin nombre,"Sayra, a Honduran teen, hungers for a better life. Her chance for one comes when she is reunited with her long-estranged father, who intends to emigrate to Mexico and then enter the United States. Sayra's life collides with a pair of Mexican gangmembers who have boarded the same American-bound train.",19.794,2009-03-20,Sin Nombre,7.6,618
"[35, 14, 12]",11469,en,Black Knight,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",19.794,2001-11-21,Black Knight,5.4,1028
"[18, 878, 9648]",593,ru,Солярис,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,19.783,1972-03-20,Solaris,7.8,1437
"[16, 35, 12, 10751]",121734,es,Las aventuras de Tadeo Jones,"Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.",19.78,2012-08-10,"Tad, the Lost Explorer",6.2,518
"[18, 27, 53]",400710,en,Flatliners,"Five medical students, hoping to understand the mystery of what lies beyond life, embark on a dangerous experiment. When their hearts are stopped for a short period of time, they have a near-death experience…",19.776,2017-09-28,Flatliners,5.7,2153
"[18, 10751]",293,en,A River Runs Through It,"A River Runs Through It is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920s.",19.771,1992-10-09,A River Runs Through It,7,941
"[18, 10749]",14811,en,Fiddler on the Roof,"In a small Jewish community in a pre-Revolutionary Russian village, a poor milkman, determined to find good husbands for his five daughters, consults the traditional matchmaker – and also has words with God.",19.761,1971-11-03,Fiddler on the Roof,7.7,504
[18],74078,es,Cicatrices,"The story of a dysfunctional couple, whose problems will inevitably deteriorate their marriage and their son's life.",19.76,2005-09-16,Scars,7.2,86
"[14, 12, 16, 18, 878]",428288,ja,ひるね姫 ～知らないワタシの物語～,"Japan, 2020, a few days before the opening of the Tokyo Olympics. Although she should be studying for her final exams, Kokone, a schoolgirl who lives in a small town with her widowed father, a mysterious and talented mechanic, falls asleep often, anywhere, anytime, entering, over and over, a dream-world where a squad of fantastic motorized contraptions fights against magic, a world close to reality where she will find out the keys of her true past.",19.759,2017-03-18,Napping Princess,6.7,108
[18],492188,en,Marriage Story,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",19.758,2019-09-28,Marriage Story,7.8,6502
"[16, 35, 10751]",295693,en,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",19.751,2017-03-23,The Boss Baby,6.5,6697
"[18, 12, 36]",49009,en,The Way Back,"At the dawn of WWII, several men escape from a Russian gulag—to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",19.751,2010-11-22,The Way Back,7,1414
"[27, 14, 53]",11428,en,Sleepwalkers,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",19.748,1992-04-10,Sleepwalkers,6.1,474
"[14, 10751, 27]",1155458,es,El extraño caso del fantasma claustrofóbico,Follows a teenager who claims that there is an entity in his closet.,19.745,2023-07-21,The Strange Case of a Claustrophobic Ghost,7.3,36
"[18, 10749, 12]",175,fr,Le Grand Bleu,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",19.741,1988-05-10,The Big Blue,7.5,1321
